Is Benign(EOI)?,Number of DHT Markers,Number of DQT Markers,Total Number of Markers,Maximum size used in %,Make of file,Model of file,Max Marker Size for DHT(FFC4),Max Marker Size for DQT FFDB,Max Marker Size for APP1(FFE0),Max Marker Size for APP12(FFEF),Max Marker Size for COM(FFFE),Label
1,2,1,8,20.1,0,0,183,134,18,0,0,0
1,4,2,11,12.2,0,0,183,69,18,0,0,0
1,1,1,7,8,0,0,181,134,53,0,0,0
1,4,2,11,21.1,0,0,183,69,18,0,0,0
1,1,1,7,8.9,0,0,187,134,53,0,0,0
1,4,2,11,24.6,0,0,183,69,18,0,0,0
1,5,3,24,22.1,0,0,321,134,48,0,190,0
0,1,1,8,9.9,0,0,189,134,2950,0,0,1
1,4,2,11,18.8,0,0,183,69,18,0,0,0
1,4,2,11,23,0,0,76,69,18,0,0,0
0,4,2,11,15.4,0,0,183,69,18,0,0,1
1,4,2,11,27.8,0,0,183,69,18,0,0,0
1,3,3,37,8.2,0,0,321,134,710,0,0,0
1,11,3,32,5.5,2,2,420,134,24047,0,0,1
1,5,1,16,86,0,0,75,82,18,0,60,0
1,4,2,12,2.6,0,0,183,69,18,0,62,1
1,4,2,11,14.5,0,0,183,69,18,0,0,0
1,11,3,37,2,2,2,321,134,1210,0,0,1
1,5,3,23,18.6,0,0,321,134,48,0,2204,0
1,4,2,11,145.5,0,0,61,69,18,0,0,0
1,2,1,8,25,0,0,74,69,18,0,0,0
1,4,2,12,6.2,0,0,103,69,18,0,17,0
1,2,1,8,21.6,0,0,70,69,18,0,0,0
1,2,1,8,17.3,0,0,61,69,18,0,0,0
1,4,1,11,8,0,0,183,134,18,0,30,0
1,1,1,8,19.2,0,0,420,69,18,0,18,1
1,4,2,11,5.9,0,0,54,69,18,0,0,1
1,3,3,34,23.4,1,1,0,321,134,1125,0,1
1,4,2,11,13.6,0,0,183,69,18,0,0,0
1,4,1,10,5.2,0,0,77,134,62,0,0,1
1,4,2,11,18.6,0,0,52,69,18,0,0,0
1,4,2,11,23.5,0,0,101,69,18,0,0,0
1,2,1,8,18.7,0,0,64,69,18,0,0,0
1,2,2,82,19.1,0,0,420,134,396,0,57,0
1,2,1,9,8.7,0,0,70,69,18,0,71,1
1,2,1,8,14.2,0,0,183,69,18,0,0,0
0,3,3,18,10.7,2,2,420,134,0,0,0,1
1,4,2,11,17.6,0,0,183,69,18,0,0,0
1,4,2,11,10.3,0,0,87,69,18,0,0,0
1,4,2,11,15.6,0,0,183,69,18,0,0,0
1,4,2,11,16.8,0,0,80,69,18,0,0,0
1,10,2,25,23.5,0,0,63,88,18,0,0,1
1,6,4,30,9.7,0,0,321,134,410,0,0,1
1,1,1,7,9.9,1,1,0,181,134,216,0,1
1,1,1,8,47.6,0,0,158,134,30,0,0,1
1,2,1,8,15.8,0,0,66,69,18,0,0,0
1,4,2,12,7.2,1,1,0,183,69,181,0,1
0,3,3,40,15.9,2,2,420,134,722,0,0,1
1,4,2,11,14.8,0,0,89,69,18,0,0,0
1,5,1,16,86.4,0,0,75,82,18,0,60,0
0,4,2,11,95.6,0,0,183,69,18,0,0,1
1,4,1,11,3.3,0,0,183,134,18,0,30,0
1,4,1,10,16.7,0,0,80,134,368,0,0,1
1,4,2,12,6.3,0,0,108,69,18,0,17,0
1,2,1,8,25.7,0,0,183,134,18,0,0,0
1,4,2,12,12.7,1,1,0,183,69,181,0,1
1,2,1,8,18.5,0,0,183,134,18,0,0,0
1,4,2,11,14.8,0,0,183,69,18,0,0,0
1,2,1,8,15.4,0,0,183,134,18,0,0,0
1,1,1,6,18.6,0,0,171,134,0,0,0,1
0,4,2,12,1.1,0,0,183,69,18,0,61,1
1,5,1,16,56.8,0,0,78,82,18,0,60,0
1,4,2,11,11,1,1,0,183,69,181,0,1
1,4,2,11,12.4,0,0,87,69,18,0,0,0
1,4,2,11,16.5,0,0,183,69,18,0,0,0
1,2,2,17,33.5,2,2,420,134,0,0,0,0
1,4,2,11,12.2,0,0,183,69,18,0,0,0
1,1,1,7,17.7,0,0,158,134,53,0,0,0
1,5,3,21,14.7,0,0,321,134,48,0,9233,0
1,1,1,6,244.1,0,0,77,134,0,0,0,1
1,4,1,11,6.6,0,0,183,134,18,0,30,0
1,10,2,27,8.6,0,0,63,88,2843,0,0,1
1,4,2,11,5.3,1,1,0,54,69,181,0,1
1,10,2,25,13.9,0,0,40,88,18,0,0,1
1,4,2,12,28.6,0,0,183,69,18,0,61,1
1,4,2,11,19.2,0,0,183,69,18,0,0,0
1,4,1,11,6.6,0,0,183,134,18,0,30,0
1,4,2,12,12.5,0,0,56,69,18,0,48,0
1,1,1,7,8.6,1,1,0,153,134,216,0,1
1,6,4,34,6.5,0,0,321,134,2108,0,16482,1
1,1,1,7,14.3,0,0,196,134,53,0,0,1
0,4,2,12,1.1,0,0,183,69,18,0,61,1
1,4,2,12,12.7,0,0,183,69,18,0,61,1
1,2,2,17,6.5,0,0,321,134,884,0,0,0
1,5,3,20,4.9,0,0,321,134,560,0,0,0
1,10,2,25,5.9,0,0,82,88,18,0,0,1
0,12,4,100,2.7,0,0,321,134,2382,0,0,1
1,4,2,11,17.1,0,0,73,69,18,0,0,0
1,1,1,7,16.3,1,1,0,191,134,216,0,1
1,4,1,11,4.3,0,0,183,134,18,0,30,0
1,1,1,11,10.6,0,0,321,134,476,0,0,0
1,1,1,8,8.7,0,0,420,134,18,0,14,0
1,4,2,11,12.8,0,0,183,69,18,0,0,1
1,5,3,24,20.3,0,0,321,134,48,0,190,0
1,4,2,11,14.5,0,0,82,69,18,0,0,1
1,3,3,35,2.1,0,0,321,153,330,0,0,0
0,3,3,41,3.8,0,0,420,134,438,0,0,1
1,1,1,9,12.9,0,0,420,134,18,0,33,0
0,4,2,12,11.2,0,0,183,69,18,0,61,1
1,4,2,11,15.5,0,0,183,69,18,0,0,0
0,4,2,12,6.3,0,0,183,69,18,0,61,1
0,10,2,26,2.8,0,0,46,88,489,0,0,1
1,4,2,11,11.8,0,0,183,69,18,0,0,0
1,4,2,12,8.1,0,0,183,69,18,0,61,1
1,4,2,11,56.4,0,0,78,69,18,0,0,0
1,4,1,10,11.5,0,0,100,134,368,0,0,1
1,2,1,8,8.6,0,0,183,69,18,0,0,0
1,4,2,11,4.3,0,0,82,69,18,0,0,0
1,2,2,12,10.6,2,2,420,199,0,0,0,0
1,1,1,7,7,1,1,0,420,134,216,0,1
1,1,1,7,7.8,0,0,171,134,53,0,0,0
1,4,2,11,10.4,0,0,69,69,18,0,0,1
1,2,2,12,10.6,2,2,420,199,0,0,0,0
1,3,3,23,0.1,0,0,420,134,0,0,0,1
1,5,3,24,22,0,0,321,134,48,0,190,0
1,4,2,11,14,0,0,76,69,18,0,0,0
1,1,1,7,12.4,0,0,215,134,53,0,0,1
1,1,1,7,11.4,0,0,174,134,53,0,0,0
0,4,2,12,5.3,0,0,183,69,18,0,64,1
1,4,2,11,8.9,0,0,183,69,18,0,0,0
1,4,1,10,4.2,0,0,74,134,62,0,0,1
1,4,2,11,19.9,0,0,71,69,18,0,0,0
1,1,1,15,8.1,0,0,218,153,72,0,0,0
1,4,1,11,6.4,0,0,183,134,18,0,30,0
1,4,2,12,18,0,0,89,69,2931,0,0,0
1,1,1,6,2.7,0,0,162,134,0,0,0,1
0,1,1,7,7,0,0,185,134,53,0,0,1
1,5,1,16,87.7,0,0,78,82,18,0,60,0
1,1,1,7,5.6,0,0,195,134,53,0,0,0
0,59,58,1209,3.6,0,0,12145,12556,15768,11771,13916,1
1,4,2,11,19.3,0,0,183,69,18,0,0,0
1,1,1,8,6.5,0,0,420,134,18,0,14,0
1,2,1,8,9,0,0,81,69,18,0,0,0
1,10,2,25,4.7,0,0,88,88,18,0,0,0
1,4,1,10,10.8,0,0,74,134,62,0,0,1
1,4,1,11,5.9,0,0,183,134,18,0,30,0
